recurso;sistema;manual;ramo_ser;recurso_catalogo;pareamento;secao;tipo;texto_original;idade_min;idade_max;sexo;pergunta;documento;fonte
CIRURGIA GERAL - PARTES MOLES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PARTES MOLES;composto;exclusao;NaoDedutivel;Lesões malignas;;;;Lesões malignas;;CRECE p.51
CIRURGIA GERAL - PARTES MOLES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PARTES MOLES;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.51
CIRURGIA GERAL - PARTES MOLES;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PARTES MOLES;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.51
CIRURGIA GERAL - PÂNCREAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PANCREAS;composto;inclusao;NaoDedutivel;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas de pâncreas;;;;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas de pâncreas;;CRECE p.51
CIRURGIA GERAL - PÂNCREAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PANCREAS;composto;inclusao;NaoDedutivel;Observar se há necessidade de apresentação de exames complementares definidos pelo prestador;;;;Observar se há necessidade de apresentação de exames complementares definidos pelo prestador;;CRECE p.51
CIRURGIA GERAL - PÂNCREAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PANCREAS;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.51
CIRURGIA GERAL - PÂNCREAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PANCREAS;composto;inclusao;NaoDedutivel;do paciente de acordo com o prestador;;;;do paciente de acordo com o prestador;;CRECE p.51
CIRURGIA GERAL - PÂNCREAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PANCREAS;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.51
CIRURGIA GERAL - PÂNCREAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - PANCREAS;composto;exclusao;NaoDedutivel;do prestador e faixa etária para atendimento;;;;do prestador e faixa etária para atendimento;;CRECE p.51
CIRURGIA GERAL - TIREOIDE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas de tireoide;;;;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas de tireoide;;CRECE p.52
CIRURGIA GERAL - TIREOIDE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar se há necessidade de apresentação de exames complementares definidos pelo prestador;;;;Observar se há necessidade de apresentação de exames complementares definidos pelo prestador;;CRECE p.52
CIRURGIA GERAL - TIREOIDE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.52
CIRURGIA GERAL - TIREOIDE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.52
CIRURGIA GERAL - TIREOIDE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.52
CIRURGIA GERAL - TIREOIDE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas de vesícula;;;;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas de vesícula;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;Observar se há necessidade de apresentação de exames complementares definidos pelo prestador;;;;Observar se há necessidade de apresentação de exames complementares definidos pelo prestador;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;Pacientes que apresentem determinadas patologias, como;;;;Pacientes que apresentem determinadas patologias, como;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;"Pacientes que apresentem determinadas patologias, como: Colelitíase na vigência de sintomas ou assintomáticos com história prévia de complicações (colecistite, colangite e/ou pancreatite);";;;;"Pacientes que apresentem determinadas patologias, como: Colelitíase na vigência de sintomas ou assintomáticos com história prévia de complicações (colecistite, colangite e/ou pancreatite);";;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;"Pacientes que apresentem determinadas patologias, como: Coledocolitíase;";;;;"Pacientes que apresentem determinadas patologias, como: Coledocolitíase;";;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;"Pacientes que apresentem determinadas patologias, como: Cisto de Colédoco;";;;;"Pacientes que apresentem determinadas patologias, como: Cisto de Colédoco;";;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;Pacientes que apresentem determinadas patologias, como: Pólipo de vesícula;;;;Pacientes que apresentem determinadas patologias, como: Pólipo de vesícula;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.52
CIRURGIA GERAL - VESÍCULA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA GERAL - VESICULA;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.52
CIRURGIA PEDIÁTRICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA PEDIATRICA;celula;inclusao;NaoDedutivel;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas,;;;;As vagas ofertadas são exclusivamente para pacientes com patologias cirúrgicas,;;CRECE p.52
CIRURGIA PEDIÁTRICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA PEDIATRICA;celula;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.52
CIRURGIA PEDIÁTRICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA PEDIATRICA;celula;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.52
CIRURGIA PEDIÁTRICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA PEDIATRICA;celula;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.52
CIRURGIA REPARADORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.54
CIRURGIA REPARADORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.54
CIRURGIA REPARADORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Realizado triagem para verificar se o paciente atende aos critérios mínimos para realização de cirurgia reparadora;;;;Realizado triagem para verificar se o paciente atende aos critérios mínimos para realização de cirurgia reparadora;;CRECE p.54
CIRURGIA REPARADORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.54
CIRURGIA REPARADORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.54
CIRURGIA TORÁCICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA TORACICA;celula;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.53
CIRURGIA TORÁCICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA TORACICA;celula;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.53
CIRURGIA TORÁCICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA TORACICA;celula;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.53
CIRURGIA TORÁCICA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CIRURGIA TORACICA;celula;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.53
CIRURGIA VASCULAR;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.53
CIRURGIA VASCULAR;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.53
CIRURGIA VASCULAR;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes que apresentam determinadas patologias, como;;;;Pacientes que apresentam determinadas patologias, como;;CRECE p.53
CIRURGIA VASCULAR;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes que apresentam determinadas patologias, como: Doenças vasculares sem feridas (Varizes sintomáticas refratárias ao tratamento conservador, tromboses) e Fístulas Arteriovenosas (FAV);;;;Pacientes que apresentam determinadas patologias, como: Doenças vasculares sem feridas (Varizes sintomáticas refratárias ao tratamento conservador, tromboses) e Fístulas Arteriovenosas (FAV);;CRECE p.53
CIRURGIA VASCULAR;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.53
CIRURGIA VASCULAR;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.53
CLÍNICA MÉDICA - CLÍNICA DA DOR;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CLINICA MEDICA - CLINICA DE DOR;composto;inclusao;NaoDedutivel;Pacientes com Dor Crônica há mais de 06 meses;;;;Pacientes com Dor Crônica há mais de 06 meses;;CRECE p.15
CLÍNICA MÉDICA - CLÍNICA DA DOR;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CLINICA MEDICA - CLINICA DE DOR;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.15
CLÍNICA MÉDICA - CLÍNICA DA DOR;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CLINICA MEDICA - CLINICA DE DOR;composto;inclusao;NaoDedutivel;de cada prestador (Unidade executante);;;;de cada prestador (Unidade executante);;CRECE p.15
CLÍNICA MÉDICA - CLÍNICA DA DOR;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CLINICA MEDICA - CLINICA DE DOR;composto;exclusao;NaoDedutivel;Pacientes oncológicos;;;;Pacientes oncológicos;;CRECE p.15
CLÍNICA MÉDICA - CLÍNICA DA DOR;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CLINICA MEDICA - CLINICA DE DOR;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.15
CLÍNICA MÉDICA - CLÍNICA DA DOR;SER;CRECE;AmbulatorioEstadual;CONSULTA EM CLINICA MEDICA - CLINICA DE DOR;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.15
CLÍNICA MÉDICA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;Ambulatório 1ª vez - Clinica medica - Doenças Raras;composto;inclusao;NaoDedutivel;Pacientes para acompanhamento clínico e investigação de Doenças Raras ou de difícil diagnóstico;;;;Pacientes para acompanhamento clínico e investigação de Doenças Raras ou de difícil diagnóstico;;CRECE p.15
CLÍNICA MÉDICA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;Ambulatório 1ª vez - Clinica medica - Doenças Raras;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.15
CLÍNICA MÉDICA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;Ambulatório 1ª vez - Clinica medica - Doenças Raras;composto;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.15
CLÍNICA MÉDICA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;Ambulatório 1ª vez - Clinica medica - Doenças Raras;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.15
CLÍNICA MÉDICA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;Ambulatório 1ª vez - Clinica medica - Doenças Raras;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.15
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;inclusao;NaoDedutivel;Recursos Requisitos necessários COLOPROCTOLOGIA;;;;Recursos Requisitos necessários COLOPROCTOLOGIA;;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;inclusao;NaoDedutivel;Doenças anorretais benignas (Doenças Hemorroidais, Fissura Anal, Fístulas e Abscessos, Incontinência Fecal);;;;Doenças anorretais benignas (Doenças Hemorroidais, Fissura Anal, Fístulas e Abscessos, Incontinência Fecal);;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;inclusao;NaoDedutivel;do paciente de acordo com cada prestador (Unidade executante);;;;do paciente de acordo com cada prestador (Unidade executante);;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;exclusao;NaoDedutivel;Neoplasias anais e colorretais (benignas, malignas e de comportamento incerto);;;;Neoplasias anais e colorretais (benignas, malignas e de comportamento incerto);;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;exclusao;NaoDedutivel;Colostomias e ileostomias (fechamento ou reconstrução de trânsito intestinal);;;;Colostomias e ileostomias (fechamento ou reconstrução de trânsito intestinal);;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;exclusao;NaoDedutivel;Doença inflamatória intestinal (Doença de Crohn e retocolite ulcerativa);;;;Doença inflamatória intestinal (Doença de Crohn e retocolite ulcerativa);;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.16
COLOPROCTOLOGIA - DOENÇAS RARAS;SER;CRECE;AmbulatorioEstadual;CONSULTA EM COLOPROCTOLOGIA;secao;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento. 4.1.7. DERMATOLOGIA;;;;de cada prestador e faixa etária para atendimento. 4.1.7. DERMATOLOGIA;;CRECE p.16
CONSULTA DE ENFERMAGEM - ATENDIMENTO MULTIPROFISSIONAL – OBESIDADE GRAVE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Será realizada triagem para verificar se o paciente atende aos critérios mínimos para realização de exercícios e se apresentam problemas psiquiátricos que necessitem acompanhamento específico;;;;Será realizada triagem para verificar se o paciente atende aos critérios mínimos para realização de exercícios e se apresentam problemas psiquiátricos que necessitem acompanhamento específico;;CRECE p.11
CONSULTA DE ENFERMAGEM - ATENDIMENTO MULTIPROFISSIONAL – OBESIDADE GRAVE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Todos são orientados a manterem seu acompanhamento médico habitual;;;;Todos são orientados a manterem seu acompanhamento médico habitual;;CRECE p.11
CONSULTA DE ENFERMAGEM - ATENDIMENTO MULTIPROFISSIONAL – OBESIDADE GRAVE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;e exclusão do prestador (Unidade executante);;;;e exclusão do prestador (Unidade executante);;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA DE ENFERMAGEM NA ATENÇÃO ESPECIALIZADA – PÉ DIABÉTICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Indivíduos com lesão do pé diabético segundo sistema de Classificação de Ferida Diabética da Universidade do Texas – ESTÁGIO A (grau I, grau II e grau III) e pós amputação com deiscência de sutura;;;;Indivíduos com lesão do pé diabético segundo sistema de Classificação de Ferida Diabética da Universidade do Texas – ESTÁGIO A (grau I, grau II e grau III) e pós amputação com deiscência de sutura;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA DE ENFERMAGEM NA ATENÇÃO ESPECIALIZADA – PÉ DIABÉTICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do prestador (unidade executante);;;;do prestador (unidade executante);;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA DE ENFERMAGEM NA ATENÇÃO ESPECIALIZADA – PÉ DIABÉTICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Indivíduos com lesão do pé diabético ESTÁGIOS B, C e D segundo Sistema de Classificação de Ferida Diabética da Universidade do Texas;;;;Indivíduos com lesão do pé diabético ESTÁGIOS B, C e D segundo Sistema de Classificação de Ferida Diabética da Universidade do Texas;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA DE ENFERMAGEM NA ATENÇÃO ESPECIALIZADA – PÉ DIABÉTICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA DE ENFERMAGEM NA ATENÇÃO ESPECIALIZADA – PÉ DIABÉTICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA EM ENFERMAGEM NA ATENÇÃO ESPECIALIZADA PARA AVALIAÇÃO DE LESÕES DE PELE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Indivíduos com adesão adequada ao plano terapêutico e que não respondam ao tratamento com as coberturas primárias disponíveis na grade da rede de atenção primária à saúde do estado do RJ;;;;Indivíduos com adesão adequada ao plano terapêutico e que não respondam ao tratamento com as coberturas primárias disponíveis na grade da rede de atenção primária à saúde do estado do RJ;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA EM ENFERMAGEM NA ATENÇÃO ESPECIALIZADA PARA AVALIAÇÃO DE LESÕES DE PELE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes com queimaduras grau I e II COM sedação para analgesia;;;;Pacientes com queimaduras grau I e II COM sedação para analgesia;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA EM ENFERMAGEM NA ATENÇÃO ESPECIALIZADA PARA AVALIAÇÃO DE LESÕES DE PELE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Lesão por pressão;;;;Lesão por pressão;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA EM ENFERMAGEM NA ATENÇÃO ESPECIALIZADA PARA AVALIAÇÃO DE LESÕES DE PELE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Feridas cirúrgicas;;;;Feridas cirúrgicas;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA EM ENFERMAGEM NA ATENÇÃO ESPECIALIZADA PARA AVALIAÇÃO DE LESÕES DE PELE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Deiscência de suturas;;;;Deiscência de suturas;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA EM ENFERMAGEM NA ATENÇÃO ESPECIALIZADA PARA AVALIAÇÃO DE LESÕES DE PELE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Feridas traumáticas e úlceras venosas. Obs.: pacientes com úlceras venosas já em acompanhamento na atenção primária quando não há 100% de cura em 12 semanas ou pelo menos redução de 70% em 18 semanas;;;;Feridas traumáticas e úlceras venosas. Obs.: pacientes com úlceras venosas já em acompanhamento na atenção primária quando não há 100% de cura em 12 semanas ou pelo menos redução de 70% em 18 semanas;;CRECE p.11
CONSULTA DE ENFERMAGEM - CONSULTA EM ENFERMAGEM NA ATENÇÃO ESPECIALIZADA PARA AVALIAÇÃO DE LESÕES DE PELE;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do prestador (unidade executante);;;;do prestador (unidade executante);;CRECE p.11
